"Old Path","Old URL","New URL","Associated Type","Associated ID"
/planters-containers/florencia/,http://houston-interior-plants.mybigcommerce.com/planters-containers/florencia/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/home-collection/florencia/,Product,214
/shop-for-pots/all-pots-containers/florencia/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/all-pots-containers/florencia/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/home-collection/florencia/,Product,214
/planters-containers/sardinia-bowl/,http://houston-interior-plants.mybigcommerce.com/planters-containers/sardinia-bowl/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/home-collection/sardinia-bowl/,Product,203
/planters-containers/montfort/,http://houston-interior-plants.mybigcommerce.com/planters-containers/montfort/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/home-collection/montfort/,Product,221
/planters-containers/montbar/,http://houston-interior-plants.mybigcommerce.com/planters-containers/montbar/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/all-pots-containers/montbar/,Product,223
/planters-containers/montgomery/,http://houston-interior-plants.mybigcommerce.com/planters-containers/montgomery/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/home-collection/montgomery/,Product,222
/planters-containers/estate-box-planters/,http://houston-interior-plants.mybigcommerce.com/planters-containers/estate-box-planters/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/home-collection/estate-box-planters/,Product,226
/planters-containers/medallion-planters/,http://houston-interior-plants.mybigcommerce.com/planters-containers/medallion-planters/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/home-collection/medallion-planters/,Product,227
/planters-containers/town-country-planters/,http://houston-interior-plants.mybigcommerce.com/planters-containers/town-country-planters/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/home-collection/town-country-planters/,Product,228
/french-pottery/anduze-vase-vert-vieilli/,http://houston-interior-plants.mybigcommerce.com/french-pottery/anduze-vase-vert-vieilli/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/anduze-vase-vert-vieilli/,Product,245
/shop-for-pots/california/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/california/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/loft-collection/california/,Product,195
/shop-for-pots/all-pots-containers/california/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/all-pots-containers/california/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/loft-collection/california/,Product,195
/shop-for-plants/by-light-level/hight-light-plants/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/by-light-level/hight-light-plants/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/by-light-level/high-light-plants/,Category,40
/shop-for-plants/all-plants/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/all-plants/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/,Category,18
